Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Bulgaria,BGR,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,,,,,,,,,,,,,,,,,,,,,62358747290,53902696668,55285091352,53558733283,61202959883,54527960912,49957491291,54845680176,65743781769,61194950067,54126166168,45503572158,40599843692,39805745665,40484886401,41824409223,39898776507,37960028101,42130268396,41656816857,45449339032,47560492983,50343369849,53404556160,57107227466,60988580629,66679941859,72505917029,75324173061,73484352469,74771255000,77833966205,76855451355,77322822173,78925248353,82539685030,87814262827,
Bulgaria,BGR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.20356,,,,,,,,,,98.35245,,,,,,
Bulgaria,BGR,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.21248,,,,,,,,,,97.86505,,,,,,
Burkina Faso,BFA,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.33823967,,,,,,19.94968033,,7.34017992,,,,,,,,,19.49419022,18.20170021,17.86381912,,,17.25081062,20.31364059,15.89538002,16.16527939,19.36811066,18.02906036,,
Burkina Faso,BFA,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,,,,,,5.2171E+11,5.27977E+11,5.70711E+11,5.956E+11,6.02684E+11,5.85752E+11,5.91748E+11,5.96585E+11,6.01465E+11,6.64599E+11,6.72125E+11,7.44899E+11,7.51592E+11,7.56599E+11,7.65763E+11,7.96136E+11,8.27056E+11,9.06771E+11,9.22575E+11,9.25887E+11,1.00929E+12,1.08587E+12,1.09405E+12,1.16356E+12,1.17478E+12,1.18063E+12,1.28136E+12,1.28089E+12,1.31842E+12,1.3096E+12,1.39275E+12,1.53585E+12,1.63355E+12,1.76072E+12,1.85613E+12,1.88931E+12,2.02648E+12,2.12496E+12,2.29513E+12,2.41732E+12,2.60402E+12,2.76284E+12,2.89674E+12,3.10436E+12,3.23465E+12,3.55163E+12,3.93975E+12,4.2743E+12,4.43715E+12,4.62417E+12,4.83997E+12,,
Burkina Faso,BFA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,8.68515,,,,,,,,,,,,,,,,13.56923,,,,,12.84817,,,,,,,21.82292,,23.55372,22.47258,28.72921,,,,,,,34.5994,,,
Burkina Faso,BFA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,14.37752,,,,,,,,,,,,,,,,20.18029,,,,,19.41415,,,,,,,31.22926,,32.96662,32.7306,39.25778,,,,,,,50.0963,,,
Burundi,BDI,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.86403084,18.12272072,,16.75643921,23.79244041,16.71360016,,,13.51863956,13.4373703,14.11250019,15.23766041,,12.95882988,13.87042046,,,12.61553955,16.30168915,16.58810043,14.97929955,16.42831993,17.24325943,,,,
Burundi,BDI,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04429E+12,1.09592E+12,1.08464E+12,1.07599E+12,1.08542E+12,1.13659E+12,1.1083E+12,1.18344E+12,1.2084E+12,1.25837E+12,1.33129E+12,1.3728E+12,1.42528E+12,1.53767E+12,1.58565E+12,1.63957E+12,1.70555E+12,1.7972E+12,1.7031E+12,1.69031E+12,
Burundi,BDI,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,22.50855,,,,,,,,,,,37.38472,,,,,,,,,,59.30362,,,,,,,,48.08406,,,,,,61.56973,,,
Burundi,BDI,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,30.97659,,,,,,,,,,,53.55521,,,,,,,,,,73.33006,,,,,,,,61.73879,,,,,,79.55961,,,
Cabo Verde,CPV,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.25592041,16.76194,,,19.76622963,,20.8404808,,17.54058075,18.32875061,18.6230793,16.16892052,14.39624023,15.15328026,,14.97774029,,,,
Cabo Verde,CPV,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.21974E+11,1.29703E+11,1.30074E+11,1.3117E+11,1.35607E+11,1.36734E+11,1.38758E+11,,,,
Cabo Verde,CPV,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.79686,,,,,,,,,,,,,,,,,,,,,,85.32779,,,86.79029,,
Cabo Verde,CPV,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.1679,,,,,,,,,,,,,,,,,,,,,,98.12897,,,98.11131,,
Cambodia,KHM,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.392000198,,11.07901001,11.38078976,10.13757038,,12.40431023,,,11.1035099,,8.386630058,7.707099915,7.684470177,7.535759926,9.912719727,9.093529701,,,
Cambodia,KHM,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.53686E+12,9.41685E+12,9.88173E+12,1.0548E+13,1.11594E+13,1.15647E+13,1.28746E+13,1.40826E+13,1.52193E+13,1.64435E+13,1.78608E+13,1.95935E+13,2.20374E+13,2.43489E+13,2.70328E+13,3.22515E+13,2.96772E+13,3.1597E+13,3.33094E+13,3.71168E+13,4.0367E+13,4.34704E+13,4.6137E+13,4.94026E+13,
Cambodia,KHM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.33503,,,,,,73.60995,,,,77.58654,73.90003,,,,,,,,
Cambodia,KHM,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.31821,,,,,,83.38286,,,,87.47138,87.13246,,,,,,,,
Cameroon,CMR,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.68369961,15.73394012,,21.44202042,20.84712029,21.37760925,20.31265068,21.56822014,15.58864021,19.77979088,18.75388908,14.8677702,15.17621994,13.82495022,,,,
Cameroon,CMR,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,,,,,,2.37368E+12,2.46698E+12,2.17625E+12,2.339E+12,2.45584E+12,2.54365E+12,2.63056E+12,2.65341E+12,2.79131E+12,3.13717E+12,3.48661E+12,3.22837E+12,3.82733E+12,4.53893E+12,4.70711E+12,4.54448E+12,5.19795E+12,6.05144E+12,6.20839E+12,6.43112E+12,6.90254E+12,7.82597E+12,7.55487E+12,6.85219E+12,6.34778E+12,6.18028E+12,6.20733E+12,5.49845E+12,5.58651E+12,5.84571E+12,5.89916E+12,6.02576E+12,6.49402E+12,6.74152E+12,7.05368E+12,7.67036E+12,7.92281E+12,8.28675E+12,8.38667E+12,9.22304E+12,9.46493E+12,9.84867E+12,1.03124E+13,1.07997E+13,1.08933E+13,1.13004E+13,1.19406E+13,1.25256E+13,1.32566E+13,1.4047E+13,1.45249E+13,1.51962E+13,
Cameroon,CMR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,41.21621,,,,,,,,,,,,,,,,,,,,,,,,68.40916,,,,,,,70.67994,,,71.29051,,,,,,,
Cameroon,CMR,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,68.81703,,,,,,,,,,,,,,,,,,,,,,,,83.09829,,,,,,,83.13557,,,80.57444,,,,,,,
Canada,CAN,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,15.57890034,15.53180981,14.77497005,14.09080029,13.2368803,12.68319988,13.45582962,13.53853989,13.56976986,13.19062042,14.26379967,13.11614037,14.62347984,12.93443012,12.86363029,,,12.63957977,12.74188042,12.98260021,12.21224022,12.14789963,,,12.17807007,,12.32855988,12.00996017,12.48363972,12.33596039,12.21914005,,,,,,
Canada,CAN,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,3.19347E+11,3.28735E+11,3.52092E+11,3.69359E+11,3.94214E+11,4.2119E+11,4.48575E+11,4.61051E+11,4.8363E+11,5.07942E+11,5.24201E+11,5.43775E+11,5.74089E+11,6.19581E+11,6.5271E+11,6.6271E+11,7.00189E+11,7.19615E+11,7.42374E+11,7.75275E+11,7.9289E+11,8.16616E+11,7.87445E+11,8.09027E+11,8.52244E+11,8.91281E+11,9.04892E+11,9.47611E+11,9.92718E+11,1.02008E+12,1.01657E+12,9.90175E+11,9.93916E+11,1.01345E+12,1.05375E+12,1.08603E+12,1.10699E+12,1.14944E+12,1.17645E+12,1.23854E+12,1.31816E+12,1.33983E+12,1.3711E+12,1.42161E+12,1.48491E+12,1.55034E+12,1.59681E+12,1.64586E+12,1.68506E+12,1.58967E+12,1.66213E+12,1.73139E+12,1.75353E+12,1.79691E+12,1.83567E+12,1.81281E+12,1.82857E+12,
Canada,CAN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,CAN,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.86782,,,,,,,,,,
Cayman Islands,CYM,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.90682,,,,,,,,,,
Central African Republic,CAF,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.14008045,9.923370361,,,,,,,,8.949319839,9.93076992,,9.214730263,12.02801991,12.0644598,9.680470467,10.05424023,9.869480133,7.860000134,7.830090046,6.475379944,7.825459957,,,,,,
Central African Republic,CAF,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.59243E+11,7.89852E+11,8.13482E+11,8.379E+11,8.7736E+11,5.59462E+11,5.67758E+11,6.03979E+11,6.36932E+11,
Central African Republic,CAF,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,18.23617,,,,,,,,,,,,,33.62442,,,,,,,,,,,,50.64517,,,,,,,,,,36.75261,,,,,,,
Central African Republic,CAF,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,37.03696,,,,,,,,,,,,,48.20233,,,,,,,,,,,,60.80705,,,,,,,,,,36.35627,,,,,,,
Chad,TCD,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.89865971,11.07153034,17.05998039,12.84449005,13.78684998,,,11.03190041,14.67282009,,,,9.549150467,8.119279861,10.08325958,9.212409973,12.46146011,,,,
Chad,TCD,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,1.11296E+12,1.18551E+12,1.26475E+12,1.20784E+12,1.20681E+12,1.22828E+12,1.22056E+12,1.2429E+12,1.2303E+12,1.23432E+12,1.30745E+12,1.29159E+12,1.33557E+12,1.2777E+12,1.35467E+12,1.26004E+12,1.29884E+12,1.27275E+12,1.28427E+12,9.38721E+11,9.52184E+11,9.35503E+11,9.55205E+11,1.16517E+12,1.21035E+12,1.42202E+12,1.34365E+12,1.31125E+12,1.58285E+12,1.51124E+12,1.54564E+12,1.63017E+12,1.69081E+12,1.40972E+12,1.52298E+12,1.58764E+12,1.58753E+12,1.68578E+12,1.80249E+12,1.78862E+12,1.7601E+12,1.94308E+12,2.08665E+12,2.54235E+12,3.83561E+12,3.5059E+12,,3.68789E+12,3.89441E+12,4.09849E+12,4.60858E+12,4.62483E+12,5.15413E+12,5.43639E+12,5.74216E+12,4.95639E+12,4.48032E+12,
Chad,TCD,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.89465,,,,,,,25.65421,,,,28.38143,,,,,,,,,,,26.00299,22.31155,
Chad,TCD,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.34738,,,,,,,37.55735,,,,41.67312,,,,,,,,,,,38.77242,30.79161,
Channel Islands,CHI,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands,CHI,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands,CHI,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands,CHI,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.43410015,14.07196999,14.95804024,15.69460011,14.44519043,15.1243,15.63321972,16.40148926,,17.40727997,17.60467911,16.97488022,16.15854073,16.1968708,16.72521019,17.3707695,16.99418068,17.81364059,17.72904015,19.63987923,19.61054039,19.89141083,18.90296936,,
Chile,CHL,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,1.56258E+13,1.63756E+13,1.7159E+13,1.80308E+13,1.86579E+13,1.90449E+13,2.18623E+13,2.23597E+13,2.32263E+13,2.46879E+13,2.47764E+13,2.68872E+13,2.65044E+13,2.54261E+13,2.56292E+13,2.08535E+13,2.15771E+13,2.35988E+13,2.53197E+13,2.76756E+13,2.96963E+13,3.17186E+13,2.75631E+13,2.60993E+13,2.70289E+13,2.76246E+13,2.8952E+13,3.11937E+13,3.40187E+13,3.7122E+13,3.77409E+13,4.04577E+13,4.45922E+13,4.74935E+13,5.05117E+13,5.64771E+13,5.82516E+13,6.22388E+13,6.43757E+13,6.38642E+13,6.76984E+13,6.91619E+13,7.16018E+13,7.56617E+13,8.47668E+13,9.29074E+13,1.06949E+14,1.13195E+14,1.09061E+14,1.09108E+14,1.22036E+14,1.29172E+14,1.33801E+14,1.37876E+14,1.39457E+14,1.40833E+14,1.43889E+14,
Chile,CHL,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,91.1284,,,,,,,,,,94.29114,,,,,,,,,,95.71662,,,,,,98.64901,98.55368,,96.70301,,96.26706,,,,
Chile,CHL,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,96.65398,,,,,,,,,,98.42797,,,,,,,,,,98.99098,,,,,,99.15358,98.87238,,99.40819,,99.04828,,,,
China,CHN,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,9.563249588,9.76224041,10.68737984,10.43900967,9.461580276,10.74394035,,,,12.2905302,14.77394962,20.0649395,18.71717072,19.50534058,,14.55140972,12.63156033,,,,,,,,,,,,,,,,,,
China,CHN,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,65.50509,,,,,,,,77.78506,,,,,,,,,,90.92021,,,,,,,,,,95.12448,,,,,,,
China,CHN,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,88.77334,,,,,,,,94.28147,,,,,,,,,,98.85873,,,,,,,,,,99.64229,,,,,,,
Colombia,COL,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,18.09229088,16.40752029,,,,17.22545052,,,,,,,,,12.47535992,13.15192986,13.28682995,13.46772003,15.29955959,15.53726006,15.43978024,15.5356102,13.7688303,14.48145008,14.67728996,16.08116913,16.4185791,15.52914047,15.51282978,16.91362,15.83854961,15.04611969,,
Colombia,COL,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,5.30191E+13,5.58489E+13,5.89804E+13,6.07038E+13,6.55713E+13,6.68009E+13,7.0361E+13,7.2854E+13,7.75538E+13,8.28501E+13,8.988E+13,9.46022E+13,1.02357E+14,1.10151E+14,1.15572E+14,1.17328E+14,1.25813E+14,1.3322E+14,1.43556E+14,1.4906E+14,1.55818E+14,1.57254E+14,1.59127E+14,1.61728E+14,1.67907E+14,1.72244E+14,1.86931E+14,1.92356E+14,1.98909E+14,2.0551E+14,2.17189E+14,2.22585E+14,2.33178E+14,2.39288E+14,2.53395E+14,2.66655E+14,2.71328E+14,2.81008E+14,2.78261E+14,2.66727E+14,2.80625E+14,2.82084E+14,2.89838E+14,3.02085E+14,3.20804E+14,3.40156E+14,3.66528E+14,3.945E+14,4.17014E+14,4.17913E+14,4.43448E+14,4.87204E+14,5.07304E+14,5.27849E+14,5.41417E+14,5.43797E+14,5.53455E+14,
Colombia,COL,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.06309,,,91.20716,,,,,,,,92.80378,92.84866,92.29968,92.65179,93.37818,93.24469,93.37233,93.58053,,,94.18625,94.24505,,
Colombia,COL,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.48465,,,96.995,,,,,,,,97.99131,97.9584,97.88317,97.96863,97.98927,97.93743,98.09842,98.23938,,,98.54095,98.53473,,
Comoros,COM,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.1350708,,,,15.78971958,,,,,,29.23311996,,,21.41486931,18.49151039,16.07073021,18.91032028,15.3246603,,
Comoros,COM,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,,,,,,,,,,,,,,,,,,,,,51966887757,53189612037,57254386056,61923141242,61100079194,63793098520,64869038666,65070456264,67366447721,65006187354,68074000000,62891977052,68659532584,68401369837,61044606718,70659152745,70043973269,73490972838,70067104300,,,86650994013,88667026719,88456266831,88980618161,91716076604,93400193580,87412410571,89200416985,93156910497,93432941037,97245146985,97737506307,1.01415E+11,1.01563E+11,,,
Comoros,COM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,47.91923,,,,,,,,,,,,,,,,,,,,68.48923,,,,,,,,,,,,49.19614,,,,,
Comoros,COM,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,61.71302,,,,,,,,,,,,,,,,,,,,80.18576,,,,,,,,,,,,71.58127,,,,,
"Congo, Dem. Rep.",COD,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.976460457,,,16.9156208,,,,
"Congo, Dem. Rep.",COD,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,5.26818E+12,4.73216E+12,5.77448E+12,6.11411E+12,5.93801E+12,6.04237E+12,6.45592E+12,6.38819E+12,6.61533E+12,7.26506E+12,7.22424E+12,7.60912E+12,7.64189E+12,8.33488E+12,8.60157E+12,8.10495E+12,7.6404E+12,7.73527E+12,7.41851E+12,7.50457E+12,7.59162E+12,7.7758E+12,7.74121E+12,7.83574E+12,8.17371E+12,8.26237E+12,8.66658E+12,8.89148E+12,9.03861E+12,9.08353E+12,8.25205E+12,7.5308E+12,6.84561E+12,5.89812E+12,5.58864E+12,5.65944E+12,5.46422E+12,5.24372E+12,5.11908E+12,5.07986E+12,4.48222E+12,4.49596E+12,4.51581E+12,4.98477E+12,5.34265E+12,5.67007E+12,5.9151E+12,6.48726E+12,6.72839E+12,6.56333E+12,7.0531E+12,7.28164E+12,7.66262E+12,8.1034E+12,8.65704E+12,9.20239E+12,9.32246E+12,
"Congo, Dem. Rep.",COD,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.17299,,,,,,61.20555,,,,,75.01719,,,,77.04268,
"Congo, Dem. Rep.",COD,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.41626,,,,,,65.77653,,,,,83.59755,,,,84.98951,
"Congo, Rep.",COG,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.41246986,14.70777988,,,14.12652969,,,,11.59276962,9.519949913,8.56180954,7.597819805,,,,,29.01839066,,,,,,,
"Congo, Rep.",COG,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,1.69278E+11,1.83592E+11,1.91746E+11,1.84846E+11,1.92511E+11,1.98369E+11,2.02024E+11,2.06195E+11,2.1031E+11,2.169E+11,2.17558E+11,2.35914E+11,2.45911E+11,2.9113E+11,3.35001E+11,3.206E+11,3.22398E+11,2.79665E+11,2.88097E+11,3.24687E+11,4.01284E+11,4.83377E+11,6.80801E+11,6.99018E+11,7.65989E+11,7.00193E+11,5.55901E+11,5.71205E+11,5.35001E+11,5.78253E+11,7.62E+11,7.47898E+11,7.53936E+11,7.27585E+11,6.96919E+11,7.01924E+11,7.79778E+11,7.86083E+11,6.84027E+11,7.48502E+11,1.11556E+12,1.04958E+12,1.14578E+12,9.66829E+11,1.26291E+12,1.40415E+12,1.4622E+12,1.74681E+12,1.96641E+12,1.84473E+12,2.2715E+12,2.34968E+12,2.15912E+12,2.15131E+12,2.16368E+12,1.79273E+12,1.94928E+12,
"Congo, Rep.",COG,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.31117,,,,,,
"Congo, Rep.",COG,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.91395,,,,,,
Costa Rica,CRI,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,30.32237053,,18.36396027,17.65909004,,,,,,16.74369049,19.11466026,,,21.9236908,18.81950951,19.15282059,19.2404995,20.15172005,20.43088913,,20.64333916,21.02189064,20.81096077,23.40822029,22.88088989,23.00962067,23.50156021,22.83090973,23.1095295,23.38043022,,
Costa Rica,CRI,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,2.23027E+12,2.21992E+12,2.40064E+12,2.51606E+12,2.63333E+12,2.87258E+12,3.10136E+12,3.26738E+12,3.52022E+12,3.71675E+12,4.02482E+12,4.21572E+12,4.54585E+12,4.89731E+12,5.03751E+12,5.19302E+12,5.61482E+12,6.30182E+12,6.57491E+12,6.8028E+12,6.85471E+12,6.49986E+12,6.05273E+12,6.29219E+12,6.73346E+12,6.86164E+12,7.54705E+12,7.85197E+12,8.14686E+12,8.48132E+12,8.68696E+12,8.94242E+12,9.84876E+12,1.05932E+13,1.11589E+13,1.1635E+13,1.16622E+13,1.25113E+13,1.35304E+13,1.38495E+13,1.42608E+13,1.47668E+13,1.51571E+13,1.57576E+13,1.63204E+13,1.68252E+13,1.79152E+13,1.92081E+13,1.9878E+13,2.01375E+13,2.13971E+13,2.2181E+13,2.33714E+13,2.39475E+13,2.49518E+13,2.66308E+13,2.81468E+13,
Costa Rica,CRI,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,92.62904,,,,,,,,,,,,,,,,94.86819,,,,,,,,,,,97.40658,,,,,,
Costa Rica,CRI,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,97.14819,,,,,,,,,,,,,,,,97.6147,,,,,,,,,,,99.1337,,,,,,
Cote d'Ivoire,CIV,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.22014999,18.81475067,21.67118073,20.80694962,23.20203018,22.59230042,22.6482296,22.10716057,21.84568977,19.94178963,21.66794014,21.41143036,22.19010925,22.77275085,22.42686081,20.85876083,21.57472992,21.76678085,21.17321968,,
Cote d'Ivoire,CIV,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.08485E+13,1.14635E+13,1.21302E+13,1.12597E+13,1.26812E+13,1.35523E+13,1.62887E+13,1.85502E+13,2.11744E+13,
Cote d'Ivoire,CIV,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.13928,,,,,,,,,,36.35024,,48.74076,,,,,,,,,,,,40.98163,,43.90842,,,
